filename,collector_id,split,n_segments,positive_labels
000159.wav,e68019ecb1ef94ec,train,40,64
000176.wav,f8a4d766fdcc4380,test,51,46
000177.wav,f8a4d766fdcc4380,test,31,27
000178.wav,f8a4d766fdcc4380,test,33,33
000179.wav,f8a4d766fdcc4380,test,40,32
000180.wav,f8a4d766fdcc4380,test,30,10
000181.wav,f8a4d766fdcc4380,test,40,40
000182.wav,f8a4d766fdcc4380,test,38,30
000183.wav,f8a4d766fdcc4380,test,31,37
000202.wav,08474f78366cdd07,train,37,53
000203.wav,08474f78366cdd07,train,47,80
000204.wav,08474f78366cdd07,train,43,37
000205.wav,08474f78366cdd07,train,35,34
000206.wav,08474f78366cdd07,train,42,47
000207.wav,08474f78366cdd07,train,46,35
000208.wav,08474f78366cdd07,train,38,57
000209.wav,08474f78366cdd07,train,54,54
000236.wav,7c10c946651a1d13,train,32,28
000237.wav,7c10c946651a1d13,train,44,24
000238.wav,7c10c946651a1d13,train,50,42
000239.wav,7c10c946651a1d13,train,55,57
000240.wav,7c10c946651a1d13,train,43,17
000241.wav,7c10c946651a1d13,train,35,20
000242.wav,7c10c946651a1d13,train,37,23
000243.wav,7c10c946651a1d13,train,59,53
000244.wav,7c10c946651a1d13,train,33,62
000245.wav,7c10c946651a1d13,train,50,104
000246.wav,53a275f9a392afae,train,41,59
000247.wav,53a275f9a392afae,train,56,82
000248.wav,53a275f9a392afae,train,64,43
000249.wav,53a275f9a392afae,train,42,59
000250.wav,53a275f9a392afae,train,47,45
000251.wav,53a275f9a392afae,train,35,21
000252.wav,53a275f9a392afae,train,59,60
000253.wav,53a275f9a392afae,train,41,39
000254.wav,53a275f9a392afae,train,49,117
000255.wav,53a275f9a392afae,train,42,101
000256.wav,8657483f1f057472,validation,38,34
000257.wav,8657483f1f057472,validation,44,72
000258.wav,8657483f1f057472,validation,59,109
000259.wav,8657483f1f057472,validation,39,54
000260.wav,8657483f1f057472,validation,34,29
000261.wav,8657483f1f057472,validation,66,70
000262.wav,8657483f1f057472,validation,33,50
000263.wav,8657483f1f057472,validation,60,57
000264.wav,285292f33916448a,train,60,41
000265.wav,285292f33916448a,train,61,81
000266.wav,285292f33916448a,train,67,102
000267.wav,285292f33916448a,train,43,71
000268.wav,285292f33916448a,train,59,91
000269.wav,285292f33916448a,train,58,50
000270.wav,285292f33916448a,train,36,24
000271.wav,285292f33916448a,train,67,126
000280.wav,fe55c87bdc2c488e,train,33,35
000281.wav,fe55c87bdc2c488e,train,33,43
000282.wav,fe55c87bdc2c488e,train,57,41
000283.wav,fe55c87bdc2c488e,train,45,30
000284.wav,fe55c87bdc2c488e,train,30,35
000285.wav,fe55c87bdc2c488e,train,42,21
000286.wav,fe55c87bdc2c488e,train,42,41
000287.wav,fe55c87bdc2c488e,train,49,24
000288.wav,fe55c87bdc2c488e,train,42,62
000289.wav,fe55c87bdc2c488e,train,35,78
000290.wav,bd63f735605c4a58,validation,42,31
000291.wav,bd63f735605c4a58,validation,48,46
000292.wav,bd63f735605c4a58,validation,56,65
000293.wav,bd63f735605c4a58,validation,52,76
000294.wav,bd63f735605c4a58,validation,30,36
000295.wav,bd63f735605c4a58,validation,53,50
000296.wav,bd63f735605c4a58,validation,59,34
000297.wav,bd63f735605c4a58,validation,48,47
000298.wav,bd63f735605c4a58,validation,35,30
000299.wav,bd63f735605c4a58,validation,67,79
000318.wav,f5ac02ce451d6e4c,test,66,78
000319.wav,f5ac02ce451d6e4c,test,52,43
000320.wav,f5ac02ce451d6e4c,test,55,46
000321.wav,f5ac02ce451d6e4c,test,48,31
000322.wav,f5ac02ce451d6e4c,test,44,45
000323.wav,f5ac02ce451d6e4c,test,42,44
000324.wav,f5ac02ce451d6e4c,test,41,53
000325.wav,f5ac02ce451d6e4c,test,44,87
000365.wav,f92d087490952d78,train,57,64
000366.wav,f92d087490952d78,train,42,16
000367.wav,f92d087490952d78,train,39,31
000368.wav,f92d087490952d78,train,43,31
000369.wav,f92d087490952d78,train,64,67
000370.wav,f92d087490952d78,train,51,38
000371.wav,f92d087490952d78,train,46,16
000372.wav,f92d087490952d78,train,26,36
000373.wav,d46074e8d38200ad,train,59,51
000374.wav,d46074e8d38200ad,train,34,53
000375.wav,d46074e8d38200ad,train,58,67
000376.wav,d46074e8d38200ad,train,53,46
000377.wav,d46074e8d38200ad,train,65,64
000378.wav,d46074e8d38200ad,train,38,45
000379.wav,d46074e8d38200ad,train,35,32
000380.wav,d46074e8d38200ad,train,33,41
000381.wav,d46074e8d38200ad,train,59,141
000382.wav,d46074e8d38200ad,train,31,93
000391.wav,e07525ce675f511e,train,61,51
000392.wav,e07525ce675f511e,train,64,54
000393.wav,e07525ce675f511e,train,56,56
000394.wav,e07525ce675f511e,train,52,119
000395.wav,e07525ce675f511e,train,44,42
000396.wav,e07525ce675f511e,train,34,48
000397.wav,e07525ce675f511e,train,53,34
000398.wav,e07525ce675f511e,train,64,56
000399.wav,e07525ce675f511e,train,48,69
000400.wav,e07525ce675f511e,train,63,82
000401.wav,cdb0e502ba22f06f,train,53,40
000402.wav,cdb0e502ba22f06f,train,59,14
000403.wav,cdb0e502ba22f06f,train,41,43
000404.wav,cdb0e502ba22f06f,train,64,36
000405.wav,cdb0e502ba22f06f,train,48,39
000406.wav,cdb0e502ba22f06f,train,66,49
000407.wav,cdb0e502ba22f06f,train,51,37
000408.wav,cdb0e502ba22f06f,train,36,26
000419.wav,16be35aa794863dc,train,33,26
000420.wav,16be35aa794863dc,train,36,40
000421.wav,16be35aa794863dc,train,39,34
000422.wav,16be35aa794863dc,train,35,35
000423.wav,16be35aa794863dc,train,38,48
000424.wav,16be35aa794863dc,train,48,38
000425.wav,16be35aa794863dc,train,39,32
000426.wav,16be35aa794863dc,train,34,52
000427.wav,be8e15658924b6d7,test,39,67
000428.wav,be8e15658924b6d7,test,53,45
000429.wav,be8e15658924b6d7,test,60,45
000430.wav,be8e15658924b6d7,test,56,41
000431.wav,be8e15658924b6d7,test,33,15
000432.wav,be8e15658924b6d7,test,52,56
000433.wav,be8e15658924b6d7,test,48,89
000434.wav,be8e15658924b6d7,test,54,69
000435.wav,be8e15658924b6d7,test,28,59
000436.wav,be8e15658924b6d7,test,30,66
000437.wav,3299057fa6caeb14,train,61,105
000438.wav,3299057fa6caeb14,train,57,73
000439.wav,3299057fa6caeb14,train,40,52
000440.wav,3299057fa6caeb14,train,46,41
000441.wav,3299057fa6caeb14,train,63,66
000442.wav,3299057fa6caeb14,train,54,52
000443.wav,3299057fa6caeb14,train,50,60
000444.wav,3299057fa6caeb14,train,58,77
000445.wav,3299057fa6caeb14,train,54,60
000446.wav,3299057fa6caeb14,train,50,65
000455.wav,9d4ebdfe658f2e9e,test,75,108
000456.wav,9d4ebdfe658f2e9e,test,77,31
000457.wav,9d4ebdfe658f2e9e,test,73,98
000458.wav,9d4ebdfe658f2e9e,test,76,48
000459.wav,9d4ebdfe658f2e9e,test,77,21
000460.wav,9d4ebdfe658f2e9e,test,78,80
000461.wav,9d4ebdfe658f2e9e,test,78,80
000462.wav,9d4ebdfe658f2e9e,test,60,60
000463.wav,9d4ebdfe658f2e9e,test,71,69
000464.wav,9d4ebdfe658f2e9e,test,72,30
000465.wav,8a386416a6c72fb9,validation,47,29
000466.wav,8a386416a6c72fb9,validation,42,29
000467.wav,8a386416a6c72fb9,validation,41,39
000468.wav,8a386416a6c72fb9,validation,35,16
000469.wav,8a386416a6c72fb9,validation,40,39
000470.wav,8a386416a6c72fb9,validation,45,80
000471.wav,8a386416a6c72fb9,validation,47,49
000472.wav,8a386416a6c72fb9,validation,57,73
000473.wav,3b56b693509835fc,train,34,24
000474.wav,3b56b693509835fc,train,39,23
000475.wav,3b56b693509835fc,train,61,64
000476.wav,3b56b693509835fc,train,48,68
000477.wav,3b56b693509835fc,train,29,25
000478.wav,3b56b693509835fc,train,36,30
000479.wav,3b56b693509835fc,train,36,33
000480.wav,3b56b693509835fc,train,45,51
000481.wav,3b56b693509835fc,train,47,54
000482.wav,3b56b693509835fc,train,42,87
000483.wav,eceb78118e7a2e8d,train,67,62
000484.wav,eceb78118e7a2e8d,train,64,62
000485.wav,eceb78118e7a2e8d,train,62,112
000486.wav,eceb78118e7a2e8d,train,35,42
000487.wav,eceb78118e7a2e8d,train,53,44
000488.wav,eceb78118e7a2e8d,train,65,112
000489.wav,eceb78118e7a2e8d,train,48,48
000490.wav,eceb78118e7a2e8d,train,66,72
000491.wav,eceb78118e7a2e8d,train,48,38
000501.wav,aa5804f2ac27072a,train,62,57
000502.wav,aa5804f2ac27072a,train,66,59
000503.wav,aa5804f2ac27072a,train,42,58
000504.wav,aa5804f2ac27072a,train,47,61
000505.wav,aa5804f2ac27072a,train,61,75
000506.wav,aa5804f2ac27072a,train,65,75
000507.wav,aa5804f2ac27072a,train,67,64
000508.wav,aa5804f2ac27072a,train,59,73
000509.wav,aa5804f2ac27072a,train,34,51
000510.wav,aa5804f2ac27072a,train,68,131
000511.wav,6c4f5fbc71193ac3,test,34,38
000512.wav,6c4f5fbc71193ac3,test,57,90
000513.wav,6c4f5fbc71193ac3,test,70,83
000514.wav,6c4f5fbc71193ac3,test,41,38
000515.wav,6c4f5fbc71193ac3,test,44,47
000516.wav,6c4f5fbc71193ac3,test,36,28
000517.wav,6c4f5fbc71193ac3,test,41,40
000518.wav,6c4f5fbc71193ac3,test,52,32
000519.wav,6c4f5fbc71193ac3,test,48,90
000520.wav,4c2d8235644fa30f,train,32,26
000521.wav,4c2d8235644fa30f,train,32,74
000522.wav,4c2d8235644fa30f,train,34,31
000523.wav,4c2d8235644fa30f,train,31,50
000524.wav,4c2d8235644fa30f,train,30,33
000525.wav,4c2d8235644fa30f,train,32,27
000526.wav,4c2d8235644fa30f,train,31,35
000527.wav,4c2d8235644fa30f,train,31,31
000528.wav,53cf24fd432c111c,train,61,71
000529.wav,53cf24fd432c111c,train,50,44
000530.wav,53cf24fd432c111c,train,32,17
000531.wav,53cf24fd432c111c,train,46,43
000532.wav,53cf24fd432c111c,train,60,63
000533.wav,53cf24fd432c111c,train,37,39
000534.wav,53cf24fd432c111c,train,32,51
000535.wav,53cf24fd432c111c,train,54,70
000536.wav,53cf24fd432c111c,train,64,151
000537.wav,53cf24fd432c111c,train,36,71
000538.wav,26cdef92ee647108,validation,34,34
000539.wav,26cdef92ee647108,validation,32,69
000540.wav,26cdef92ee647108,validation,34,44
000541.wav,26cdef92ee647108,validation,41,52
000542.wav,26cdef92ee647108,validation,31,23
000543.wav,26cdef92ee647108,validation,33,55
000544.wav,26cdef92ee647108,validation,50,44
000545.wav,26cdef92ee647108,validation,36,36
000546.wav,26cdef92ee647108,validation,43,66
000547.wav,26cdef92ee647108,validation,37,58
000558.wav,e7008611ee730e35,train,40,43
000559.wav,e7008611ee730e35,train,45,44
000560.wav,e7008611ee730e35,train,57,96
000561.wav,e7008611ee730e35,train,53,39
000562.wav,e7008611ee730e35,train,34,48
000563.wav,e7008611ee730e35,train,39,61
000564.wav,e7008611ee730e35,train,34,35
000565.wav,e7008611ee730e35,train,53,72
000574.wav,aeff19da71ce7c91,train,52,51
000575.wav,aeff19da71ce7c91,train,66,61
000576.wav,aeff19da71ce7c91,train,49,35
000577.wav,aeff19da71ce7c91,train,66,42
000578.wav,aeff19da71ce7c91,train,34,34
000579.wav,aeff19da71ce7c91,train,35,56
000580.wav,aeff19da71ce7c91,train,66,46
000581.wav,aeff19da71ce7c91,train,35,33
000582.wav,3fe16a5205016a87,validation,42,70
000583.wav,3fe16a5205016a87,validation,34,27
000584.wav,3fe16a5205016a87,validation,36,36
000585.wav,3fe16a5205016a87,validation,35,52
000586.wav,3fe16a5205016a87,validation,33,51
000587.wav,3fe16a5205016a87,validation,35,48
000588.wav,3fe16a5205016a87,validation,35,43
000589.wav,3fe16a5205016a87,validation,46,29
000590.wav,3fe16a5205016a87,validation,52,98
000599.wav,cf5243602f603e81,validation,44,59
000600.wav,cf5243602f603e81,validation,46,59
000601.wav,cf5243602f603e81,validation,62,93
000602.wav,cf5243602f603e81,validation,46,70
000603.wav,cf5243602f603e81,validation,62,88
000604.wav,cf5243602f603e81,validation,55,47
000605.wav,cf5243602f603e81,validation,47,49
000606.wav,cf5243602f603e81,validation,51,44
000607.wav,cf5243602f603e81,validation,65,128
000608.wav,cf5243602f603e81,validation,52,143
000609.wav,9e2954ee853d732f,train,38,23
000610.wav,9e2954ee853d732f,train,37,26
000611.wav,9e2954ee853d732f,train,31,41
000612.wav,9e2954ee853d732f,train,33,25
000613.wav,9e2954ee853d732f,train,40,40
000614.wav,9e2954ee853d732f,train,32,28
000615.wav,9e2954ee853d732f,train,34,67
000616.wav,9e2954ee853d732f,train,36,41
000617.wav,9e2954ee853d732f,train,42,103
000618.wav,9e2954ee853d732f,train,54,113
000619.wav,44e661c45a581970,train,28,14
000620.wav,44e661c45a581970,train,41,15
000621.wav,44e661c45a581970,train,44,9
000622.wav,44e661c45a581970,train,55,96
000623.wav,44e661c45a581970,train,42,33
000624.wav,44e661c45a581970,train,38,38
000625.wav,44e661c45a581970,train,70,97
000626.wav,44e661c45a581970,train,75,55
000627.wav,4742daf1c41babc6,test,57,59
000628.wav,4742daf1c41babc6,test,46,63
000629.wav,4742daf1c41babc6,test,47,48
000630.wav,4742daf1c41babc6,test,54,65
000631.wav,4742daf1c41babc6,test,53,44
000632.wav,4742daf1c41babc6,test,33,49
000633.wav,4742daf1c41babc6,test,50,75
000634.wav,4742daf1c41babc6,test,59,45
000635.wav,4742daf1c41babc6,test,57,68
000636.wav,4742daf1c41babc6,test,61,84
000637.wav,2b9fec5fbc45c236,train,45,70
000638.wav,2b9fec5fbc45c236,train,67,61
000639.wav,2b9fec5fbc45c236,train,58,30
000640.wav,2b9fec5fbc45c236,train,53,50
000641.wav,2b9fec5fbc45c236,train,57,92
000642.wav,2b9fec5fbc45c236,train,50,52
000643.wav,2b9fec5fbc45c236,train,45,40
000644.wav,2b9fec5fbc45c236,train,55,77
000645.wav,2b9fec5fbc45c236,train,47,81
000646.wav,2b9fec5fbc45c236,train,50,40
000657.wav,31a33037372f2659,train,40,40
000658.wav,31a33037372f2659,train,61,49
000659.wav,31a33037372f2659,train,40,69
000660.wav,31a33037372f2659,train,58,57
000661.wav,31a33037372f2659,train,37,62
000662.wav,31a33037372f2659,train,59,51
000663.wav,31a33037372f2659,train,37,28
000664.wav,31a33037372f2659,train,45,41
000675.wav,b9731db05aab9986,train,39,44
000676.wav,b9731db05aab9986,train,49,41
000677.wav,b9731db05aab9986,train,40,30
000678.wav,b9731db05aab9986,train,50,96
000679.wav,b9731db05aab9986,train,59,47
000680.wav,b9731db05aab9986,train,41,25
000681.wav,b9731db05aab9986,train,60,77
000682.wav,b9731db05aab9986,train,62,130
000683.wav,b9731db05aab9986,train,54,123
000694.wav,e3febb3e706f855f,validation,32,41
000695.wav,e3febb3e706f855f,validation,40,47
000696.wav,e3febb3e706f855f,validation,50,100
000697.wav,e3febb3e706f855f,validation,36,22
000698.wav,e3febb3e706f855f,validation,44,69
000699.wav,e3febb3e706f855f,validation,39,34
000700.wav,e3febb3e706f855f,validation,43,26
000701.wav,e3febb3e706f855f,validation,32,55
000702.wav,3510b85fa2ff6cb9,validation,45,66
000703.wav,3510b85fa2ff6cb9,validation,43,35
000704.wav,3510b85fa2ff6cb9,validation,51,71
000705.wav,3510b85fa2ff6cb9,validation,48,57
000706.wav,3510b85fa2ff6cb9,validation,43,37
000707.wav,3510b85fa2ff6cb9,validation,39,35
000708.wav,3510b85fa2ff6cb9,validation,31,20
000709.wav,3510b85fa2ff6cb9,validation,59,24
000718.wav,e784cac91655697b,train,36,38
000719.wav,e784cac91655697b,train,34,38
000720.wav,e784cac91655697b,train,35,56
000721.wav,e784cac91655697b,train,50,75
000722.wav,e784cac91655697b,train,36,30
000723.wav,e784cac91655697b,train,44,44
000724.wav,e784cac91655697b,train,35,49
000725.wav,e784cac91655697b,train,47,46
000726.wav,e784cac91655697b,train,55,82
000727.wav,e784cac91655697b,train,47,97
000728.wav,4b5194e99bd97c5f,test,61,14
000729.wav,4b5194e99bd97c5f,test,27,31
000730.wav,4b5194e99bd97c5f,test,24,20
000731.wav,4b5194e99bd97c5f,test,25,41
000732.wav,4b5194e99bd97c5f,test,37,39
000733.wav,4b5194e99bd97c5f,test,24,24
000734.wav,4b5194e99bd97c5f,test,25,21
000735.wav,4b5194e99bd97c5f,test,77,59
000736.wav,a2bd055b71f607b6,train,48,39
000737.wav,a2bd055b71f607b6,train,63,81
000738.wav,a2bd055b71f607b6,train,37,35
000739.wav,a2bd055b71f607b6,train,60,30
000740.wav,a2bd055b71f607b6,train,60,67
000741.wav,a2bd055b71f607b6,train,39,49
000742.wav,a2bd055b71f607b6,train,42,46
000743.wav,a2bd055b71f607b6,train,55,81
000744.wav,a2bd055b71f607b6,train,64,111
000745.wav,a2bd055b71f607b6,train,43,97
000746.wav,e12b18aea154dd25,train,44,39
000747.wav,e12b18aea154dd25,train,56,74
000748.wav,e12b18aea154dd25,train,50,43
000749.wav,e12b18aea154dd25,train,40,29
000750.wav,e12b18aea154dd25,train,61,48
000751.wav,e12b18aea154dd25,train,52,63
000752.wav,e12b18aea154dd25,train,51,50
000753.wav,e12b18aea154dd25,train,61,72
000754.wav,e12b18aea154dd25,train,34,69
000755.wav,e12b18aea154dd25,train,38,83
000756.wav,922fad41ef667aad,train,48,61
000757.wav,922fad41ef667aad,train,32,24
000758.wav,922fad41ef667aad,train,35,35
000759.wav,922fad41ef667aad,train,39,61
000760.wav,922fad41ef667aad,train,40,27
000761.wav,922fad41ef667aad,train,32,54
000762.wav,922fad41ef667aad,train,43,70
000763.wav,922fad41ef667aad,train,53,64
000764.wav,922fad41ef667aad,train,32,54
000765.wav,4e71d98807da66ac,train,36,26
000766.wav,4e71d98807da66ac,train,37,35
000767.wav,4e71d98807da66ac,train,33,22
000768.wav,4e71d98807da66ac,train,37,25
000769.wav,4e71d98807da66ac,train,42,25
000770.wav,4e71d98807da66ac,train,34,34
000771.wav,4e71d98807da66ac,train,38,34
000772.wav,4e71d98807da66ac,train,35,52
000773.wav,4e71d98807da66ac,train,34,26
000774.wav,264dbfae05e2d6cb,train,76,69
000775.wav,264dbfae05e2d6cb,train,64,88
000776.wav,264dbfae05e2d6cb,train,39,55
000777.wav,264dbfae05e2d6cb,train,51,53
000778.wav,264dbfae05e2d6cb,train,36,15
000779.wav,264dbfae05e2d6cb,train,38,3
000780.wav,264dbfae05e2d6cb,train,34,21
000781.wav,264dbfae05e2d6cb,train,27,24
000810.wav,6c3cee1713e75de0,validation,33,33
000811.wav,6c3cee1713e75de0,validation,33,53
000812.wav,6c3cee1713e75de0,validation,31,58
000813.wav,6c3cee1713e75de0,validation,44,47
000814.wav,6c3cee1713e75de0,validation,30,34
000815.wav,6c3cee1713e75de0,validation,34,32
000816.wav,6c3cee1713e75de0,validation,32,19
000817.wav,6c3cee1713e75de0,validation,40,62
000818.wav,374487edc5b64658,train,42,43
000819.wav,374487edc5b64658,train,53,48
000820.wav,374487edc5b64658,train,46,44
000821.wav,374487edc5b64658,train,36,74
000822.wav,374487edc5b64658,train,50,62
000823.wav,374487edc5b64658,train,35,42
000824.wav,374487edc5b64658,train,41,55
000825.wav,374487edc5b64658,train,63,138
000826.wav,374487edc5b64658,train,42,101
000827.wav,eb71aec053bf8131,train,45,70
000828.wav,eb71aec053bf8131,train,48,65
000829.wav,eb71aec053bf8131,train,55,60
000830.wav,eb71aec053bf8131,train,40,45
000831.wav,eb71aec053bf8131,train,44,39
000832.wav,eb71aec053bf8131,train,31,35
000833.wav,eb71aec053bf8131,train,36,35
000834.wav,eb71aec053bf8131,train,32,47
000835.wav,eb71aec053bf8131,train,46,94
000836.wav,eb71aec053bf8131,train,37,94
000837.wav,9e4440fa279d4fb8,validation,58,48
000838.wav,9e4440fa279d4fb8,validation,30,49
000839.wav,9e4440fa279d4fb8,validation,43,61
000840.wav,9e4440fa279d4fb8,validation,66,78
000841.wav,9e4440fa279d4fb8,validation,59,68
000842.wav,9e4440fa279d4fb8,validation,43,46
000843.wav,9e4440fa279d4fb8,validation,33,24
000844.wav,9e4440fa279d4fb8,validation,40,58
000845.wav,9e4440fa279d4fb8,validation,37,47
000846.wav,9e4440fa279d4fb8,validation,34,30
000855.wav,4bd3a6f5fb336979,validation,43,65
000856.wav,4bd3a6f5fb336979,validation,64,64
000857.wav,4bd3a6f5fb336979,validation,65,85
000858.wav,4bd3a6f5fb336979,validation,39,30
000859.wav,4bd3a6f5fb336979,validation,59,108
000860.wav,4bd3a6f5fb336979,validation,41,23
000861.wav,4bd3a6f5fb336979,validation,30,32
000862.wav,4bd3a6f5fb336979,validation,37,41
000873.wav,ce173772ebe6733f,train,51,40
000874.wav,ce173772ebe6733f,train,66,112
000875.wav,ce173772ebe6733f,train,49,41
000876.wav,ce173772ebe6733f,train,50,84
000877.wav,ce173772ebe6733f,train,49,47
000878.wav,ce173772ebe6733f,train,54,66
000879.wav,ce173772ebe6733f,train,64,78
000880.wav,ce173772ebe6733f,train,68,44
000881.wav,ce173772ebe6733f,train,59,149
000882.wav,ce173772ebe6733f,train,67,114
000883.wav,caf09cacf609238d,train,37,31
000884.wav,caf09cacf609238d,train,43,46
000885.wav,caf09cacf609238d,train,69,40
000886.wav,caf09cacf609238d,train,62,57
000887.wav,caf09cacf609238d,train,36,33
000888.wav,caf09cacf609238d,train,45,83
000889.wav,caf09cacf609238d,train,37,46
000890.wav,caf09cacf609238d,train,32,36
000891.wav,caf09cacf609238d,train,41,65
000892.wav,1508345d0b19156f,train,45,51
000893.wav,1508345d0b19156f,train,36,23
000894.wav,1508345d0b19156f,train,32,31
000895.wav,1508345d0b19156f,train,36,26
000896.wav,1508345d0b19156f,train,32,33
000897.wav,1508345d0b19156f,train,36,22
000898.wav,1508345d0b19156f,train,46,63
000899.wav,1508345d0b19156f,train,48,52
000900.wav,323928da3353ae6d,train,30,38
000901.wav,323928da3353ae6d,train,29,41
000902.wav,323928da3353ae6d,train,35,28
000903.wav,323928da3353ae6d,train,29,38
000904.wav,323928da3353ae6d,train,49,63
000905.wav,323928da3353ae6d,train,29,27
000906.wav,323928da3353ae6d,train,29,28
000907.wav,323928da3353ae6d,train,27,34
000924.wav,7cd0f4e44f31e676,train,40,37
000925.wav,7cd0f4e44f31e676,train,41,18
000926.wav,7cd0f4e44f31e676,train,48,48
000927.wav,7cd0f4e44f31e676,train,59,35
000928.wav,7cd0f4e44f31e676,train,40,25
000929.wav,7cd0f4e44f31e676,train,42,63
000930.wav,7cd0f4e44f31e676,train,38,49
000931.wav,7cd0f4e44f31e676,train,37,37
000932.wav,7cd0f4e44f31e676,train,38,43
000951.wav,6a684b19ba3783b1,test,62,67
000952.wav,6a684b19ba3783b1,test,46,54
000953.wav,6a684b19ba3783b1,test,39,41
000954.wav,6a684b19ba3783b1,test,42,53
000955.wav,6a684b19ba3783b1,test,54,56
000956.wav,6a684b19ba3783b1,test,54,60
000957.wav,6a684b19ba3783b1,test,65,68
000958.wav,6a684b19ba3783b1,test,46,52
000959.wav,3138bd694b995b26,test,47,27
000960.wav,3138bd694b995b26,test,38,28
000961.wav,3138bd694b995b26,test,38,47
000962.wav,3138bd694b995b26,test,44,55
000963.wav,3138bd694b995b26,test,33,26
